State,District,Location,Latitude,Longitude,Population,Cattle_Count,Poultry_Count,Cluster_ID,Recommended_Hub,Human_Waste_kg_day,Animal_Waste_kg_day,Total_Waste_kg_day,Estimated_Methane_m3_day,CO2e_Reduction_kg_day
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_12,13.0916,77.7146,300000,6480,21600,2,Hub_2,120000.0,64800.0,184800.0,73920.0,147840.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_13,13.101600000000001,77.7246,325000,7020,23400,2,Hub_2,130000.0,70200.0,200200.0,80080.0,160160.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_14,13.111600000000001,77.7346,350000,7560,25200,2,Hub_2,140000.0,75600.0,215600.0,86240.0,172480.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_15,13.1216,77.7446,375000,8100,27000,2,Hub_2,150000.0,81000.0,231000.0,92400.0,184800.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_16,13.1316,77.7546,400000,8640,28800,2,Hub_2,160000.0,86400.0,246400.0,98560.0,197120.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_17,13.1416,77.7646,425000,9180,30600,2,Hub_2,170000.0,91800.0,261800.0,104720.0,209440.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_18,13.1516,77.7746,450000,9720,32400,2,Hub_2,180000.0,97200.0,277200.0,110880.0,221760.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_19,13.1616,77.7846,475000,10260,34200,2,Hub_2,190000.0,102600.0,292600.0,117040.0,234080.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_20,13.1716,77.7946,500000,10800,36000,2,Hub_2,200000.0,108000.0,308000.0,123200.0,246400.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_21,13.181600000000001,77.8046,525000,11340,37800,2,Hub_2,210000.0,113400.0,323400.0,129360.0,258720.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_22,13.191600000000001,77.8146,550000,11880,39600,2,Hub_2,220000.0,118800.0,338800.0,135520.0,271040.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_23,13.201600000000001,77.8246,575000,12420,41400,2,Hub_2,230000.0,124200.0,354200.0,141680.0,283360.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_24,13.2116,77.8346,600000,12960,43200,2,Hub_2,240000.0,129600.0,369600.0,147840.0,295680.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_25,13.2216,77.8446,625000,13500,45000,2,Hub_2,250000.0,135000.0,385000.0,154000.0,308000.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_26,13.2316,77.8546,650000,14040,46800,2,Hub_2,260000.0,140400.0,400400.0,160160.0,320320.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_27,13.2416,77.8646,675000,14580,48600,2,Hub_2,270000.0,145800.0,415800.0,166320.0,332640.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_28,13.2516,77.8746,700000,15120,50400,2,Hub_2,280000.0,151200.0,431200.0,172480.0,344960.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_29,13.2616,77.8846,725000,15660,52200,2,Hub_2,290000.0,156600.0,446600.0,178640.0,357280.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_30,13.271600000000001,77.8946,750000,16200,54000,2,Hub_2,300000.0,162000.0,462000.0,184800.0,369600.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_31,13.281600000000001,77.9046,775000,16740,55800,2,Hub_2,310000.0,167400.0,477400.0,190960.0,381920.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_32,13.2916,77.9146,800000,17280,57600,2,Hub_2,320000.0,172800.0,492800.0,197120.0,394240.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_33,13.3016,77.9246,825000,17820,59400,2,Hub_2,330000.0,178200.0,508200.0,203280.0,406560.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_34,13.3116,77.9346,850000,18360,61200,2,Hub_2,340000.0,183600.0,523600.0,209440.0,418880.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_35,13.3216,77.9446,875000,18900,63000,2,Hub_2,350000.0,189000.0,539000.0,215600.0,431200.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_36,13.3316,77.9546,900000,19440,64800,2,Hub_2,360000.0,194400.0,554400.0,221760.0,443520.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_37,13.3416,77.9646,925000,19980,66600,2,Hub_2,370000.0,199800.0,569800.0,227920.0,455840.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_38,13.351600000000001,77.9746,950000,20520,68400,2,Hub_2,380000.0,205200.0,585200.0,234080.0,468160.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_39,13.361600000000001,77.9846,975000,21060,70200,2,Hub_2,390000.0,210600.0,600600.0,240240.0,480480.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_40,13.3716,77.9946,1000000,21600,72000,2,Hub_2,400000.0,216000.0,616000.0,246400.0,492800.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_41,13.3816,78.0046,1025000,22140,73800,2,Hub_2,410000.0,221400.0,631400.0,252560.0,505120.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_42,13.3916,78.0146,1050000,22680,75600,2,Hub_2,420000.0,226800.0,646800.0,258720.0,517440.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_43,13.4016,78.0246,1075000,23220,77400,2,Hub_2,430000.0,232200.0,662200.0,264880.0,529760.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_44,13.4116,78.0346,1100000,23760,79200,2,Hub_2,440000.0,237600.0,677600.0,271040.0,542080.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_45,13.4216,78.0446,1125000,24300,81000,2,Hub_2,450000.0,243000.0,693000.0,277200.0,554400.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_46,13.431600000000001,78.0546,1150000,24840,82800,2,Hub_2,460000.0,248400.0,708400.0,283360.0,566720.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_47,13.441600000000001,78.0646,1175000,25380,84600,2,Hub_2,470000.0,253800.0,723800.0,289520.0,579040.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_48,13.451600000000001,78.0746,1200000,25920,86400,2,Hub_2,480000.0,259200.0,739200.0,295680.0,591360.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_49,13.4616,78.0846,1225000,26460,88200,2,Hub_2,490000.0,264600.0,754600.0,301840.0,603680.0
Karnataka,Bengaluru Urban,Bengaluru Urban_Village_50,13.4716,78.0946,1250000,27000,90000,2,Hub_2,500000.0,270000.0,770000.0,308000.0,616000.0
Tamil Nadu,Chennai,Chennai_Village_1,13.0927,80.28070000000001,22000,450,900,5,Hub_5,8800.0,4500.0,13300.0,5320.0,10640.0
Tamil Nadu,Chennai,Chennai_Village_2,13.1027,80.2907,44000,900,1800,5,Hub_5,17600.0,9000.0,26600.0,10640.0,21280.0
Tamil Nadu,Chennai,Chennai_Village_3,13.1127,80.3007,66000,1350,2700,5,Hub_5,26400.0,13500.0,39900.0,15960.0,31920.0
Tamil Nadu,Chennai,Chennai_Village_4,13.1227,80.31070000000001,88000,1800,3600,5,Hub_5,35200.0,18000.0,53200.0,21280.0,42560.0
Tamil Nadu,Chennai,Chennai_Village_5,13.132700000000002,80.3207,110000,2250,4500,5,Hub_5,44000.0,22500.0,66500.0,26600.0,53200.0
Tamil Nadu,Chennai,Chennai_Village_6,13.142700000000001,80.33070000000001,132000,2700,5400,5,Hub_5,52800.0,27000.0,79800.0,31920.0,63840.0
Tamil Nadu,Chennai,Chennai_Village_7,13.152700000000001,80.3407,154000,3150,6300,5,Hub_5,61600.0,31500.0,93100.0,37240.0,74480.0
Tamil Nadu,Chennai,Chennai_Village_8,13.162700000000001,80.3507,176000,3600,7200,5,Hub_5,70400.0,36000.0,106400.0,42560.0,85120.0
Tamil Nadu,Chennai,Chennai_Village_9,13.1727,80.36070000000001,198000,4050,8100,5,Hub_5,79200.0,40500.0,119700.0,47880.0,95760.0
Tamil Nadu,Chennai,Chennai_Village_10,13.1827,80.3707,220000,4500,9000,5,Hub_5,88000.0,45000.0,133000.0,53200.0,106400.0
Tamil Nadu,Chennai,Chennai_Village_11,13.1927,80.3807,242000,4950,9900,5,Hub_5,96800.0,49500.0,146300.0,58520.0,117040.0
Tamil Nadu,Chennai,Chennai_Village_12,13.2027,80.39070000000001,264000,5400,10800,5,Hub_5,105600.0,54000.0,159600.0,63840.0,127680.0
Tamil Nadu,Chennai,Chennai_Village_13,13.212700000000002,80.4007,286000,5850,11700,5,Hub_5,114400.0,58500.0,172900.0,69160.0,138320.0
Tamil Nadu,Chennai,Chennai_Village_14,13.222700000000001,80.4107,308000,6300,12600,5,Hub_5,123200.0,63000.0,186200.0,74480.0,148960.0
Tamil Nadu,Chennai,Chennai_Village_15,13.232700000000001,80.42070000000001,330000,6750,13500,5,Hub_5,132000.0,67500.0,199500.0,79800.0,159600.0
Tamil Nadu,Chennai,Chennai_Village_16,13.242700000000001,80.4307,352000,7200,14400,5,Hub_5,140800.0,72000.0,212800.0,85120.0,170240.0
Tamil Nadu,Chennai,Chennai_Village_17,13.2527,80.4407,374000,7650,15300,5,Hub_5,149600.0,76500.0,226100.0,90440.0,180880.0
Tamil Nadu,Chennai,Chennai_Village_18,13.2627,80.45070000000001,396000,8100,16200,5,Hub_5,158400.0,81000.0,239400.0,95760.0,191520.0
Tamil Nadu,Chennai,Chennai_Village_19,13.2727,80.4607,418000,8550,17100,5,Hub_5,167200.0,85500.0,252700.0,101080.0,202160.0
Tamil Nadu,Chennai,Chennai_Village_20,13.2827,80.47070000000001,440000,9000,18000,5,Hub_5,176000.0,90000.0,266000.0,106400.0,212800.0
Tamil Nadu,Chennai,Chennai_Village_21,13.292700000000002,80.4807,462000,9450,18900,5,Hub_5,184800.0,94500.0,279300.0,111720.0,223440.0
Tamil Nadu,Chennai,Chennai_Village_22,13.302700000000002,80.4907,484000,9900,19800,5,Hub_5,193600.0,99000.0,292600.0,117040.0,234080.0
Tamil Nadu,Chennai,Chennai_Village_23,13.312700000000001,80.50070000000001,506000,10350,20700,5,Hub_5,202400.0,103500.0,305900.0,122360.0,244720.0
Tamil Nadu,Chennai,Chennai_Village_24,13.322700000000001,80.5107,528000,10800,21600,5,Hub_5,211200.0,108000.0,319200.0,127680.0,255360.0
Tamil Nadu,Chennai,Chennai_Village_25,13.3327,80.5207,550000,11250,22500,5,Hub_5,220000.0,112500.0,332500.0,133000.0,266000.0
Tamil Nadu,Chennai,Chennai_Village_26,13.3427,80.53070000000001,572000,11700,23400,5,Hub_5,228800.0,117000.0,345800.0,138320.0,276640.0
Tamil Nadu,Chennai,Chennai_Village_27,13.3527,80.5407,594000,12150,24300,5,Hub_5,237600.0,121500.0,359100.0,143640.0,287280.0
Tamil Nadu,Chennai,Chennai_Village_28,13.3627,80.5507,616000,12600,25200,5,Hub_5,246400.0,126000.0,372400.0,148960.0,297920.0
Tamil Nadu,Chennai,Chennai_Village_29,13.3727,80.56070000000001,638000,13050,26100,5,Hub_5,255200.0,130500.0,385700.0,154280.0,308560.0
Tamil Nadu,Chennai,Chennai_Village_30,13.382700000000002,80.5707,660000,13500,27000,5,Hub_5,264000.0,135000.0,399000.0,159600.0,319200.0
Tamil Nadu,Chennai,Chennai_Village_31,13.392700000000001,80.58070000000001,682000,13950,27900,5,Hub_5,272800.0,139500.0,412300.0,164920.0,329840.0
Tamil Nadu,Chennai,Chennai_Village_32,13.402700000000001,80.5907,704000,14400,28800,5,Hub_5,281600.0,144000.0,425600.0,170240.0,340480.0
Tamil Nadu,Chennai,Chennai_Village_33,13.412700000000001,80.6007,726000,14850,29700,5,Hub_5,290400.0,148500.0,438900.0,175560.0,351120.0
Tamil Nadu,Chennai,Chennai_Village_34,13.4227,80.61070000000001,748000,15300,30600,5,Hub_5,299200.0,153000.0,452200.0,180880.0,361760.0
Tamil Nadu,Chennai,Chennai_Village_35,13.4327,80.6207,770000,15750,31500,5,Hub_5,308000.0,157500.0,465500.0,186200.0,372400.0
Tamil Nadu,Chennai,Chennai_Village_36,13.4427,80.6307,792000,16200,32400,5,Hub_5,316800.0,162000.0,478800.0,191520.0,383040.0
Tamil Nadu,Chennai,Chennai_Village_37,13.4527,80.64070000000001,814000,16650,33300,5,Hub_5,325600.0,166500.0,492100.0,196840.0,393680.0
Tamil Nadu,Chennai,Chennai_Village_38,13.462700000000002,80.6507,836000,17100,34200,5,Hub_5,334400.0,171000.0,505400.0,202160.0,404320.0
Tamil Nadu,Chennai,Chennai_Village_39,13.472700000000001,80.6607,858000,17550,35100,5,Hub_5,343200.0,175500.0,518700.0,207480.0,414960.0
Tamil Nadu,Chennai,Chennai_Village_40,13.482700000000001,80.67070000000001,880000,18000,36000,5,Hub_5,352000.0,180000.0,532000.0,212800.0,425600.0
Tamil Nadu,Chennai,Chennai_Village_41,13.492700000000001,80.6807,902000,18450,36900,5,Hub_5,360800.0,184500.0,545300.0,218120.0,436240.0
Tamil Nadu,Chennai,Chennai_Village_42,13.5027,80.6907,924000,18900,37800,5,Hub_5,369600.0,189000.0,558600.0,223440.0,446880.0
Tamil Nadu,Chennai,Chennai_Village_43,13.5127,80.70070000000001,946000,19350,38700,5,Hub_5,378400.0,193500.0,571900.0,228760.0,457520.0
Tamil Nadu,Chennai,Chennai_Village_44,13.5227,80.7107,968000,19800,39600,5,Hub_5,387200.0,198000.0,585200.0,234080.0,468160.0
Tamil Nadu,Chennai,Chennai_Village_45,13.5327,80.72070000000001,990000,20250,40500,5,Hub_5,396000.0,202500.0,598500.0,239400.0,478800.0
Tamil Nadu,Chennai,Chennai_Village_46,13.542700000000002,80.7307,1012000,20700,41400,5,Hub_5,404800.0,207000.0,611800.0,244720.0,489440.0
Tamil Nadu,Chennai,Chennai_Village_47,13.552700000000002,80.7407,1034000,21150,42300,5,Hub_5,413600.0,211500.0,625100.0,250040.0,500080.0
Tamil Nadu,Chennai,Chennai_Village_48,13.562700000000001,80.75070000000001,1056000,21600,43200,5,Hub_5,422400.0,216000.0,638400.0,255360.0,510720.0
Tamil Nadu,Chennai,Chennai_Village_49,13.572700000000001,80.7607,1078000,22050,44100,5,Hub_5,431200.0,220500.0,651700.0,260680.0,521360.0
Tamil Nadu,Chennai,Chennai_Village_50,13.5827,80.7707,1100000,22500,45000,5,Hub_5,440000.0,225000.0,665000.0,266000.0,532000.0
Telangana,Hyderabad,Hyderabad_Village_1,17.395000000000003,78.4967,20000,420,840,6,Hub_6,8000.0,4200.0,12200.0,4880.0,9760.0
Telangana,Hyderabad,Hyderabad_Village_2,17.405,78.5067,40000,840,1680,6,Hub_6,16000.0,8400.0,24400.0,9760.0,19520.0
Telangana,Hyderabad,Hyderabad_Village_3,17.415000000000003,78.5167,60000,1260,2520,6,Hub_6,24000.0,12600.0,36600.0,14640.0,29280.0
Telangana,Hyderabad,Hyderabad_Village_4,17.425,78.5267,80000,1680,3360,6,Hub_6,32000.0,16800.0,48800.0,19520.0,39040.0
Telangana,Hyderabad,Hyderabad_Village_5,17.435000000000002,78.5367,100000,2100,4200,6,Hub_6,40000.0,21000.0,61000.0,24400.0,48800.0
Telangana,Hyderabad,Hyderabad_Village_6,17.445,78.5467,120000,2520,5040,6,Hub_6,48000.0,25200.0,73200.0,29280.0,58560.0
Telangana,Hyderabad,Hyderabad_Village_7,17.455000000000002,78.55669999999999,140000,2940,5880,6,Hub_6,56000.0,29400.0,85400.0,34160.0,68320.0
Telangana,Hyderabad,Hyderabad_Village_8,17.465,78.5667,160000,3360,6720,6,Hub_6,64000.0,33600.0,97600.0,39040.0,78080.0
Telangana,Hyderabad,Hyderabad_Village_9,17.475,78.5767,180000,3780,7560,6,Hub_6,72000.0,37800.0,109800.0,43920.0,87840.0
Telangana,Hyderabad,Hyderabad_Village_10,17.485000000000003,78.5867,200000,4200,8400,6,Hub_6,80000.0,42000.0,122000.0,48800.0,97600.0
Telangana,Hyderabad,Hyderabad_Village_11,17.495,78.5967,220000,4620,9240,6,Hub_6,88000.0,46200.0,134200.0,53680.0,107360.0
Telangana,Hyderabad,Hyderabad_Village_12,17.505000000000003,78.6067,240000,5040,10080,6,Hub_6,96000.0,50400.0,146400.0,58560.0,117120.0
Telangana,Hyderabad,Hyderabad_Village_13,17.515,78.6167,260000,5460,10920,6,Hub_6,104000.0,54600.0,158600.0,63440.0,126880.0
Telangana,Hyderabad,Hyderabad_Village_14,17.525000000000002,78.6267,280000,5880,11760,6,Hub_6,112000.0,58800.0,170800.0,68320.0,136640.0
Telangana,Hyderabad,Hyderabad_Village_15,17.535,78.6367,300000,6300,12600,6,Hub_6,120000.0,63000.0,183000.0,73200.0,146400.0
Telangana,Hyderabad,Hyderabad_Village_16,17.545,78.6467,320000,6720,13440,6,Hub_6,128000.0,67200.0,195200.0,78080.0,156160.0
Telangana,Hyderabad,Hyderabad_Village_17,17.555000000000003,78.6567,340000,7140,14280,6,Hub_6,136000.0,71400.0,207400.0,82960.0,165920.0
Telangana,Hyderabad,Hyderabad_Village_18,17.565,78.6667,360000,7560,15120,6,Hub_6,144000.0,75600.0,219600.0,87840.0,175680.0
Telangana,Hyderabad,Hyderabad_Village_19,17.575000000000003,78.6767,380000,7980,15960,6,Hub_6,152000.0,79800.0,231800.0,92720.0,185440.0
Telangana,Hyderabad,Hyderabad_Village_20,17.585,78.6867,400000,8400,16800,6,Hub_6,160000.0,84000.0,244000.0,97600.0,195200.0
Telangana,Hyderabad,Hyderabad_Village_21,17.595000000000002,78.69669999999999,420000,8820,17640,6,Hub_6,168000.0,88200.0,256200.0,102480.0,204960.0
Telangana,Hyderabad,Hyderabad_Village_22,17.605,78.7067,440000,9240,18480,6,Hub_6,176000.0,92400.0,268400.0,107360.0,214720.0
Telangana,Hyderabad,Hyderabad_Village_23,17.615000000000002,78.7167,460000,9660,19320,6,Hub_6,184000.0,96600.0,280600.0,112240.0,224480.0
Telangana,Hyderabad,Hyderabad_Village_24,17.625,78.7267,480000,10080,20160,6,Hub_6,192000.0,100800.0,292800.0,117120.0,234240.0
Telangana,Hyderabad,Hyderabad_Village_25,17.635,78.7367,500000,10500,21000,6,Hub_6,200000.0,105000.0,305000.0,122000.0,244000.0
Telangana,Hyderabad,Hyderabad_Village_26,17.645000000000003,78.7467,520000,10920,21840,6,Hub_6,208000.0,109200.0,317200.0,126880.0,253760.0
Telangana,Hyderabad,Hyderabad_Village_27,17.655,78.7567,540000,11340,22680,6,Hub_6,216000.0,113400.0,329400.0,131760.0,263520.0
Telangana,Hyderabad,Hyderabad_Village_28,17.665000000000003,78.7667,560000,11760,23520,6,Hub_6,224000.0,117600.0,341600.0,136640.0,273280.0
Telangana,Hyderabad,Hyderabad_Village_29,17.675,78.7767,580000,12180,24360,6,Hub_6,232000.0,121800.0,353800.0,141520.0,283040.0
Telangana,Hyderabad,Hyderabad_Village_30,17.685000000000002,78.7867,600000,12600,25200,6,Hub_6,240000.0,126000.0,366000.0,146400.0,292800.0
Telangana,Hyderabad,Hyderabad_Village_31,17.695,78.7967,620000,13020,26040,6,Hub_6,248000.0,130200.0,378200.0,151280.0,302560.0
Telangana,Hyderabad,Hyderabad_Village_32,17.705000000000002,78.80669999999999,640000,13440,26880,6,Hub_6,256000.0,134400.0,390400.0,156160.0,312320.0
Telangana,Hyderabad,Hyderabad_Village_33,17.715,78.8167,660000,13860,27720,6,Hub_6,264000.0,138600.0,402600.0,161040.0,322080.0
Telangana,Hyderabad,Hyderabad_Village_34,17.725,78.8267,680000,14280,28560,6,Hub_6,272000.0,142800.0,414800.0,165920.0,331840.0
Telangana,Hyderabad,Hyderabad_Village_35,17.735000000000003,78.8367,700000,14700,29400,6,Hub_6,280000.0,147000.0,427000.0,170800.0,341600.0
Telangana,Hyderabad,Hyderabad_Village_36,17.745,78.8467,720000,15120,30240,6,Hub_6,288000.0,151200.0,439200.0,175680.0,351360.0
Telangana,Hyderabad,Hyderabad_Village_37,17.755000000000003,78.8567,740000,15540,31080,6,Hub_6,296000.0,155400.0,451400.0,180560.0,361120.0
Telangana,Hyderabad,Hyderabad_Village_38,17.765,78.8667,760000,15960,31920,6,Hub_6,304000.0,159600.0,463600.0,185440.0,370880.0
Telangana,Hyderabad,Hyderabad_Village_39,17.775000000000002,78.8767,780000,16380,32760,6,Hub_6,312000.0,163800.0,475800.0,190320.0,380640.0
Telangana,Hyderabad,Hyderabad_Village_40,17.785,78.8867,800000,16800,33600,6,Hub_6,320000.0,168000.0,488000.0,195200.0,390400.0
Telangana,Hyderabad,Hyderabad_Village_41,17.795,78.8967,820000,17220,34440,6,Hub_6,328000.0,172200.0,500200.0,200080.0,400160.0
Telangana,Hyderabad,Hyderabad_Village_42,17.805000000000003,78.9067,840000,17640,35280,6,Hub_6,336000.0,176400.0,512400.0,204960.0,409920.0
Telangana,Hyderabad,Hyderabad_Village_43,17.815,78.9167,860000,18060,36120,6,Hub_6,344000.0,180600.0,524600.0,209840.0,419680.0
Telangana,Hyderabad,Hyderabad_Village_44,17.825000000000003,78.9267,880000,18480,36960,6,Hub_6,352000.0,184800.0,536800.0,214720.0,429440.0
Telangana,Hyderabad,Hyderabad_Village_45,17.835,78.9367,900000,18900,37800,6,Hub_6,360000.0,189000.0,549000.0,219600.0,439200.0
Telangana,Hyderabad,Hyderabad_Village_46,17.845000000000002,78.94669999999999,920000,19320,38640,6,Hub_6,368000.0,193200.0,561200.0,224480.0,448960.0
Telangana,Hyderabad,Hyderabad_Village_47,17.855,78.9567,940000,19740,39480,6,Hub_6,376000.0,197400.0,573400.0,229360.0,458720.0
Telangana,Hyderabad,Hyderabad_Village_48,17.865000000000002,78.9667,960000,20160,40320,6,Hub_6,384000.0,201600.0,585600.0,234240.0,468480.0
Telangana,Hyderabad,Hyderabad_Village_49,17.875,78.9767,980000,20580,41160,6,Hub_6,392000.0,205800.0,597800.0,239120.0,478240.0
Telangana,Hyderabad,Hyderabad_Village_50,17.885,78.9867,1000000,21000,42000,6,Hub_6,400000.0,210000.0,610000.0,244000.0,488000.0
Delhi,Central Delhi,Central Delhi_Village_1,28.623900000000003,77.21900000000001,38000,900,1500,7,Hub_7,15200.0,9000.0,24200.0,9680.0,19360.0
Delhi,Central Delhi,Central Delhi_Village_2,28.6339,77.229,76000,1800,3000,7,Hub_7,30400.0,18000.0,48400.0,19360.0,38720.0
Delhi,Central Delhi,Central Delhi_Village_3,28.643900000000002,77.239,114000,2700,4500,7,Hub_7,45600.0,27000.0,72600.0,29040.0,58080.0
Delhi,Central Delhi,Central Delhi_Village_4,28.6539,77.24900000000001,152000,3600,6000,7,Hub_7,60800.0,36000.0,96800.0,38720.0,77440.0
Delhi,Central Delhi,Central Delhi_Village_5,28.6639,77.259,190000,4500,7500,7,Hub_7,76000.0,45000.0,121000.0,48400.0,96800.0
Delhi,Central Delhi,Central Delhi_Village_6,28.6739,77.269,228000,5400,9000,7,Hub_7,91200.0,54000.0,145200.0,58080.0,116160.0
Delhi,Central Delhi,Central Delhi_Village_7,28.6839,77.279,266000,6300,10500,7,Hub_7,106400.0,63000.0,169400.0,67760.0,135520.0
Delhi,Central Delhi,Central Delhi_Village_8,28.6939,77.289,304000,7200,12000,7,Hub_7,121600.0,72000.0,193600.0,77440.0,154880.0
Delhi,Central Delhi,Central Delhi_Village_9,28.7039,77.299,342000,8100,13500,7,Hub_7,136800.0,81000.0,217800.0,87120.0,174240.0
Delhi,Central Delhi,Central Delhi_Village_10,28.713900000000002,77.309,380000,9000,15000,7,Hub_7,152000.0,90000.0,242000.0,96800.0,193600.0
Delhi,Central Delhi,Central Delhi_Village_11,28.7239,77.319,418000,9900,16500,7,Hub_7,167200.0,99000.0,266200.0,106480.0,212960.0
Delhi,Central Delhi,Central Delhi_Village_12,28.733900000000002,77.32900000000001,456000,10800,18000,7,Hub_7,182400.0,108000.0,290400.0,116160.0,232320.0
Delhi,Central Delhi,Central Delhi_Village_13,28.7439,77.339,494000,11700,19500,7,Hub_7,197600.0,117000.0,314600.0,125840.0,251680.0
Delhi,Central Delhi,Central Delhi_Village_14,28.7539,77.349,532000,12600,21000,7,Hub_7,212800.0,126000.0,338800.0,135520.0,271040.0
Delhi,Central Delhi,Central Delhi_Village_15,28.7639,77.35900000000001,570000,13500,22500,7,Hub_7,228000.0,135000.0,363000.0,145200.0,290400.0
Delhi,Central Delhi,Central Delhi_Village_16,28.7739,77.369,608000,14400,24000,7,Hub_7,243200.0,144000.0,387200.0,154880.0,309760.0
Delhi,Central Delhi,Central Delhi_Village_17,28.783900000000003,77.379,646000,15300,25500,7,Hub_7,258400.0,153000.0,411400.0,164560.0,329120.0
Delhi,Central Delhi,Central Delhi_Village_18,28.7939,77.38900000000001,684000,16200,27000,7,Hub_7,273600.0,162000.0,435600.0,174240.0,348480.0
Delhi,Central Delhi,Central Delhi_Village_19,28.803900000000002,77.399,722000,17100,28500,7,Hub_7,288800.0,171000.0,459800.0,183920.0,367840.0
Delhi,Central Delhi,Central Delhi_Village_20,28.8139,77.409,760000,18000,30000,7,Hub_7,304000.0,180000.0,484000.0,193600.0,387200.0
Delhi,Central Delhi,Central Delhi_Village_21,28.823900000000002,77.419,798000,18900,31500,7,Hub_7,319200.0,189000.0,508200.0,203280.0,406560.0
Delhi,Central Delhi,Central Delhi_Village_22,28.8339,77.429,836000,19800,33000,7,Hub_7,334400.0,198000.0,532400.0,212960.0,425920.0
Delhi,Central Delhi,Central Delhi_Village_23,28.8439,77.43900000000001,874000,20700,34500,7,Hub_7,349600.0,207000.0,556600.0,222640.0,445280.0
Delhi,Central Delhi,Central Delhi_Village_24,28.8539,77.449,912000,21600,36000,7,Hub_7,364800.0,216000.0,580800.0,232320.0,464640.0
Delhi,Central Delhi,Central Delhi_Village_25,28.8639,77.459,950000,22500,37500,7,Hub_7,380000.0,225000.0,605000.0,242000.0,484000.0
Delhi,Central Delhi,Central Delhi_Village_26,28.873900000000003,77.46900000000001,988000,23400,39000,7,Hub_7,395200.0,234000.0,629200.0,251680.0,503360.0
Delhi,Central Delhi,Central Delhi_Village_27,28.8839,77.479,1026000,24300,40500,7,Hub_7,410400.0,243000.0,653400.0,261360.0,522720.0
Delhi,Central Delhi,Central Delhi_Village_28,28.893900000000002,77.489,1064000,25200,42000,7,Hub_7,425600.0,252000.0,677600.0,271040.0,542080.0
Delhi,Central Delhi,Central Delhi_Village_29,28.9039,77.49900000000001,1102000,26100,43500,7,Hub_7,440800.0,261000.0,701800.0,280720.0,561440.0
Delhi,Central Delhi,Central Delhi_Village_30,28.9139,77.509,1140000,27000,45000,7,Hub_7,456000.0,270000.0,726000.0,290400.0,580800.0
Delhi,Central Delhi,Central Delhi_Village_31,28.9239,77.519,1178000,27900,46500,7,Hub_7,471200.0,279000.0,750200.0,300080.0,600160.0
Delhi,Central Delhi,Central Delhi_Village_32,28.9339,77.529,1216000,28800,48000,7,Hub_7,486400.0,288000.0,774400.0,309760.0,619520.0
Delhi,Central Delhi,Central Delhi_Village_33,28.9439,77.539,1254000,29700,49500,7,Hub_7,501600.0,297000.0,798600.0,319440.0,638880.0
Delhi,Central Delhi,Central Delhi_Village_34,28.9539,77.549,1292000,30600,51000,7,Hub_7,516800.0,306000.0,822800.0,329120.0,658240.0
Delhi,Central Delhi,Central Delhi_Village_35,28.963900000000002,77.559,1330000,31500,52500,7,Hub_7,532000.0,315000.0,847000.0,338800.0,677600.0
Delhi,Central Delhi,Central Delhi_Village_36,28.9739,77.569,1368000,32400,54000,7,Hub_7,547200.0,324000.0,871200.0,348480.0,696960.0
